ID,NAME,DOB,TRAINER,GENDER,SIRE,DAM,OWNER
0075620,Stalking Shadow,28th February 2018,Jonathan Wong,Colt,Ministers Wild Cat,Silent Stalk,Tommy Town Thoroughbreds LLC
0075762,Abu Dubai (IRE),13th July 2021,J A Glover,Filly,-,-,-
0075675,Quilca (USA),13th July 2021,K Prendergast,Gelding,-,-,-
0075635,Cresus Bey (FR),13th July 2021,P Chevillard,Mare,-,-,-
0075571,Nino Zachetti (IRE),13th July 2021,E J Alston,Gelding,-,-,-
0075756,Land Hawk (IRE),13th July 2021,Mrs L Pearce,Gelding,-,-,-
0075759,Not Til Monday (IRE),13th July 2021,J R Jenkins,Gelding,-,-,-
0075690,Silent Approach (FR),13th July 2021,Mlle C Cardenne,Filly,-,-,-
0075777,Spinners End (IRE),13th July 2021,A P Jarvis,Colt,-,-,-
0075771,Marine Boy (IRE),13th July 2021,Tom Dascombe,Gelding,-,-,-
0075586,Kingdom of Heaven (IRE),13th July 2021,Mrs D A Hamer,Filly,-,-,-
0075774,Poaka Beck (IRE),13th July 2021,R F Fisher,Colt,-,-,-
0075792,Social Society (IRE),13th July 2021,Mrs D A Love,Mare,-,-,-
0075757,Lords A Leaping (IRE),13th July 2021,J A Osborne,Colt,-,-,-
0075761,Stevie Junior,13th July 2021,P W Chapple-Hyam,Colt,-,-,-
0075789,Shakalaka (IRE),13th July 2021,T Von,Gelding,-,-,-
0075601,Kaytessa (IRE),13th July 2021,T Cleary,Mare,-,-,-
0075679,Wedontknow (IRE),13th July 2021,P Meany,Gelding,-,-,-
0075807,Never Cry,13th July 2021,S Seemar,Mare,-,-,-
0075772,Olynard (IRE),13th July 2021,M Mullineaux,Gelding,-,-,-
0075776,Sign of Approval,13th July 2021,K R Burke,Colt,-,-,-
0075694,Irish Joe (USA),13th July 2021,R E Peacock,Gelding,-,-,-
0075616,Haafhds Delight (IRE),13th July 2021,W M Brisbourne,Filly,-,-,-
0075822,Winkle (IRE),13th July 2021,M Delzangles,Filly,-,-,-
0075787,Inexcess (IRE),13th July 2021,D Marnane,Gelding,-,-,-
0075791,Cnocan Gold (IRE),13th July 2021,J G Murphy,Filly,-,-,-
0075631,Ruasgreyasme (USA),13th July 2021,W R Muir,Filly,-,-,-
0075804,Sultans Way (IRE),13th July 2021,P &amp; O Cole,Gelding,-,-,-
0075758,Navajo Nation (IRE),13th July 2021,W G M Turner,Gelding,-,-,-
0075802,Kayfiar (USA),13th July 2021,P &amp; O Cole,Colt,-,-,-
0075806,Street Crime,13th July 2021,R J Hodges,Gelding,-,-,-
0075801,Holyrood,13th July 2021,Mme K gernreich,Gelding,-,-,-
0075819,Masters Royal (FR),13th July 2021,B Barbier,Gelding,-,-,-
0075677,Ceasers Hall (IRE),13th July 2021,J M Burke,Gelding,-,-,-
0075646,Corbeautin (FR),13th July 2021,C Morineau,Horse,-,-,-
0075773,Parisian Art (IRE),13th July 2021,J Noseda,Gelding,-,-,-
0075817,Watergate (FR),13th July 2021,A Lamotte D'argy,Gelding,-,-,-
0075816,Pretty Country (FR),13th July 2021,Jj boutin,Filly,-,-,-
0075768,Jobe (USA),13th July 2021,K A Ryan,Gelding,-,-,-
0075692,Redlynch,13th July 2021,S Parr,Gelding,-,-,-
0075821,Attikos (FR),13th July 2021,P Lenogue,Gelding,-,-,-
0075764,Lady Rusty (IRE),13th July 2021,Miss Lucinda V Russell,Filly,-,-,-
0075788,Kinetic Quest,13th July 2021,G M Lyons,Gelding,-,-,-
0075834,Chavoy (FR),13th July 2021,R Menzies,Gelding,-,-,-
0075832,Thury (FR),13th July 2021,C Le Galliard,Gelding,-,-,-
0075779,War Native (IRE),13th July 2021,J Noseda,Gelding,-,-,-
0075803,Mabuya (UAE),13th July 2021,R P Burns,Gelding,-,-,-
0075831,Emithot (FR),13th July 2021,C Dondi,Gelding,-,-,-
0075837,Divine Du Luy (FR),13th July 2021,A De Watrigant,Filly,-,-,-
0075818,Pouvoir Absolu,13th July 2021,E Lellouche,Colt,-,-,-
0075794,Humbel Ben,20th March 2003,A E Jones,Gelding,Humbel,Donegans Daughter,Burnham P & D Ltd
0075836,Applebay (FR),13th July 2021,S Foucher,Filly,-,-,-
0075760,Residency (IRE),13th July 2021,B Smart,Gelding,-,-,-
0075680,Wow Factor (IRE),13th July 2021,D E Fitzgerald,Gelding,-,-,-
0075763,Pete's Passion,13th July 2021,R A Fahey,Filly,-,-,-
0075676,Roman Arch (USA),13th July 2021,E O'Connell,Gelding,-,-,-
0075809,Turkish Lokum,13th July 2021,J M P Eustace,Filly,-,-,-
0075833,Aristophane (FR),13th July 2021,J Bertran De Balanda,Gelding,-,-,-
0075695,Julie Mill (IRE),13th July 2021,R A Teal,Filly,-,-,-
0075778,Viceroy of India (USA),13th July 2021,A P O'Brien,Colt,-,-,-
0075775,Senses (USA),13th July 2021,D Pipe,Gelding,-,-,-
0075790,Again (IRE),13th July 2021,D Wachman,Filly,-,-,-
0075793,Hintsnallegations (IRE),13th July 2021,M D Murphy,Gelding,-,-,-
0075824,Brazilia Carnaval (FR),13th July 2021,J Van Handenhove,Horse,-,-,-
0075691,Reve De Frida (IRE),13th July 2021,A Spanu,Filly,-,-,-
0075798,Combat Zone (IRE),13th July 2021,M Hofer,Gelding,-,-,-
0075805,Whispering Angel,13th July 2021,B J Meehan,Colt,-,-,-
0075808,Smokey Ryder,13th July 2021,R Harris,Filly,-,-,-
0075839,Synthe Davis (FR),13th July 2021,Mrs L J Mongan,Mare,-,-,-
0075823,Idle Chatter (IRE),13th July 2021,J E Hammond,Filly,-,-,-
0075820,Timos (GER),13th July 2021,T Doumen,Colt,-,-,-
0075835,Matchd'ouilly (FR),13th July 2021,L Metais,Gelding,-,-,-
0075813,Willie Wong (IRE),13th July 2021,W R Kinsey,Gelding,-,-,-
0075838,Stylish Saint (FR),13th July 2021,F Cottin,Filly,-,-,-
0075754,Bartica (IRE),13th July 2021,R Hannon,Colt,-,-,-
0075828,Otto Quercus (FR),13th July 2021,J Wade,Gelding,-,-,-
0075769,Leahurst (IRE),13th July 2021,J Noseda,Gelding,-,-,-
0075765,Alyarf (USA),13th July 2021,B W Hills,Horse,-,-,-
0075907,Fuinneamh,13th July 2021,I J Monaghan,Filly,-,-,-
0075767,Gore Hill (IRE),13th July 2021,K R Burke,Gelding,-,-,-
0075799,Derbaas (USA),13th July 2021,A Al Rayhi,Horse,-,-,-
0075909,Lemon Dash,13th July 2021,L A Mullaney,Filly,-,-,-
0075922,Lethal Glaze (IRE),13th July 2021,B Ellison,Gelding,-,-,-
0075912,Ballantrae (IRE),13th July 2021,M L W Bell,Filly,-,-,-
0075795,Pilgrims Lane (IRE),13th July 2021,A Middleton,Gelding,-,-,-
0075755,Going Going Gone,13th July 2021,Tom Dascombe,Gelding,-,-,-
0075924,Mekong Miss,13th July 2021,R H York,Mare,-,-,-
0075814,Pelmix (FR),13th July 2021,C Bauer,Gelding,-,-,-
0075906,Clean Sweep,16th January 2016,S Brogi,Colt,Rock Of Gibraltar,Nonna Iole,We Bloodstock Srl
0075927,Ibn Battuta (USA),13th July 2021,M Al Mheiri,Horse,-,-,-
0075810,Shangani,13th July 2021,H Candy,Filly,-,-,-
0075911,Chosen Forever,13th July 2021,L R James,Gelding,-,-,-
0075770,Loch Long,5th February 2018,Mrs A Duffield,Gelding,Awtaad,Scatina,Mr Jimmy Kay
0075829,Buck's Boum (FR),13th July 2021,R Lecomte,Colt,-,-,-
0075921,Admiral Sandhoe (USA),13th July 2021,Mrs A J Perrett,Gelding,-,-,-
0075908,Hajoum (IRE),13th July 2021,A Al Rayhi,Horse,-,-,-
0075825,Henriquet Le Seul (FR),13th July 2021,F Cottin,Gelding,-,-,-
0075926,Fortune City (UAE),13th July 2021,O Mohammed,Gelding,-,-,-
0075914,Polly's Mark (IRE),13th July 2021,C G Cox,Mare,-,-,-
0075957,Pool Play (USA),13th July 2021,Mark Casse,Horse,-,-,-
0075766,Gluteus Maximus (IRE),13th July 2021,A P O'Brien,Colt,-,-,-
0075797,Cloudy Start,13th July 2021,Violet Jordan,Gelding,-,-,-
0075800,Gulf President,13th July 2021,Tim Vaughan,Gelding,-,-,-
0075812,Rocket Pocket,13th July 2021,R E Peacock,Filly,-,-,-
0075910,Soviet Rhythm,13th July 2021,M Dods,Filly,-,-,-
0075815,Sabelotodo (FR),13th July 2021,Boutin (s),Gelding,-,-,-
0075913,Chadwell Spring (IRE),13th July 2021,M E Sowersby,Mare,-,-,-
0075903,Salleva (IRE),13th July 2021,G Keane,Mare,-,-,-
0075830,Armys De Gravy (FR),13th July 2021,J C Baudoin,Gelding,-,-,-
0075925,Night Lily (IRE),13th July 2021,P W D'Arcy,Mare,-,-,-
0075827,Savigne (FR),13th July 2021,M Droueche,Gelding,-,-,-
0075928,Wild Rhubarb,13th July 2021,Jonjo O'Neill,Mare,-,-,-
0075918,Diddums,13th July 2021,J Ryan,Gelding,-,-,-
0075796,Citizenship,13th July 2021,Miss V Williams,Gelding,-,-,-
0075811,Saltrash (IRE),13th July 2021,B R Hamilton,Gelding,-,-,-
0075904,The Tipperary Man (IRE),13th July 2021,Miss H McLoughlin,Gelding,-,-,-
0075900,Sally Cinnamon (IRE),13th July 2021,B Nolan,Filly,-,-,-
0076017,Tae Kwon Do (USA),13th July 2021,Ecurie Heyveld,Horse,-,-,-
0075919,Rafiqa (IRE),13th July 2021,C F Wall,Filly,-,-,-
0075915,Premier Superstar,13th July 2021,M H Tompkins,Filly,-,-,-
0075826,Quart De Lino (FR),13th July 2021,Philip Peltier,Gelding,-,-,-
0076032,Alexander Youth (IRE),13th July 2021,D Wachman,Filly,-,-,-
0076014,Zelloof (IRE),13th July 2021,Saeed bin Suroor,Filly,-,-,-
0076012,Lovely Thought,13th July 2021,W J Haggas,Filly,-,-,-
0076011,La Adelita (IRE),13th July 2021,M L W Bell,Filly,-,-,-
0076029,Peaceful Rule (USA),13th July 2021,D Nicholls,Gelding,-,-,-
0076016,Shabib (USA),13th July 2021,B W Hills,Colt,-,-,-
0076027,Antigua Sunrise (IRE),13th July 2021,R A Fahey,Mare,-,-,-
0076026,Silver Games (IRE),13th July 2021,M R Channon,Filly,-,-,-
0076044,Mel Del (IRE),13th July 2021,E Sheehy,Mare,-,-,-
0076031,Teilionn,13th July 2021,J J Murphy,Gelding,-,-,-
0076062,Middaygamble (IRE),13th July 2021,S Slevin,Mare,-,-,-
0076042,Beech View (IRE),13th July 2021,M R Bosley,Mare,-,-,-
0076019,Alystar (IRE),13th July 2021,William P Murphy,Filly,-,-,-
0075905,Chelsea Wells (IRE),13th July 2021,Miss G Lee,Mare,-,-,-
0076041,Truxton King (IRE),13th July 2021,P Allen,Gelding,-,-,-
0076059,Meath All Star (IRE),13th July 2021,G Elliott,Gelding,-,-,-
0075902,Rory Anna (IRE),13th July 2021,M Winters,Mare,-,-,-
0076077,Kalin Des Cotieres (FR),13th July 2021,G Macaire,Gelding,-,-,-
0076057,Doheny Bar (IRE),13th July 2021,P Henderson,Gelding,-,-,-
0075920,Real Dandy,13th July 2021,Lucinda Featherstone,Gelding,-,-,-
0076074,Rain Esteem,13th July 2021,L Edon,Filly,-,-,-
0076013,Wabi Sabi (IRE),13th July 2021,N Tinkler,Filly,-,-,-
0076034,Fearnwood Girl (IRE),13th July 2021,G Keane,Mare,-,-,-
0075917,Asakusa,13th July 2021,Sir H R A Cecil,Filly,-,-,-
0076028,Blackstone Vegas,13th July 2021,D Shaw,Gelding,-,-,-
0076061,Inch Rebel (IRE),13th July 2021,M L Fagan,Mare,-,-,-
0076043,Belleshee Banshee (IRE),13th July 2021,P Casey,Filly,-,-,-
0076076,Pirina (GER),13th July 2021,D Windrif,Filly,-,-,-
0076015,Rileyskeepingfaith,13th July 2021,M Al Zarooni,Gelding,-,-,-
0076058,Knockbaun Prince (IRE),13th July 2021,John G Carr,Gelding,-,-,-
0076018,Lady Meg (IRE),13th July 2021,B Palling,Filly,-,-,-
0076008,Fantasia,13th July 2021,L M Cumani,Mare,-,-,-
0076030,Chebona Bula,13th July 2021,E Doyle,Gelding,-,-,-
0076073,Macondo (FR),13th July 2021,X Thomas Demeaulte,Colt,-,-,-
0076064,Ballymaloe,13th July 2021,J J Murphy,Gelding,-,-,-
0076033,Carefree Smile (IRE),13th July 2021,D K Weld,Mare,-,-,-
0076122,Kings Ace (IRE),13th July 2021,A Berry,Gelding,-,-,-
0076079,Arrayan,13th July 2021,Alexandra Dunn,Gelding,-,-,-
0075901,Moylough Princess (IRE),13th July 2021,T Cleary,Filly,-,-,-
0075916,Second To Nun (IRE),13th July 2021,M Blanshard,Mare,-,-,-
0076023,Miss Sophisticat,13th July 2021,W J Knight,Filly,-,-,-
0076119,Desert Phantom (USA),13th July 2021,D M Simcock,Gelding,-,-,-
0076117,Cayman Sky,13th July 2021,R Hannon,Gelding,-,-,-
0076137,Ballade de La Mer,13th July 2021,A G Foster,Mare,-,-,-
0076038,Cannot Give (USA),13th July 2021,P Tallis,Mare,-,-,-
0076121,Justonefortheroad,13th July 2021,R A Fahey,Gelding,-,-,-
0076009,Helpmeronda,13th July 2021,Ian Williams,Mare,-,-,-
0076132,Smelly Cat,13th July 2021,D Thompson,Filly,-,-,-
0076134,Tilerium's Dream (IRE),13th July 2021,K A Ryan,Gelding,-,-,-
0076063,Aongnoeile (IRE),13th July 2021,P J Rothwell,Gelding,-,-,-
0076060,Soft Spoken Guy (IRE),13th July 2021,M A Barnes,Gelding,-,-,-
0076136,Ethaara,13th July 2021,W J Haggas,Filly,-,-,-
0076024,Perception (IRE),13th July 2021,A King,Mare,-,-,-
0075977,Bear's Conductor,13th March 2006,Loren Cox,Horse,Congaree,Symphonic Lady,Loren Cox
0076109,Coco Blue (FR),13th July 2021,E Leray,Gelding,-,-,-
0076147,Dubai Crest,13th July 2021,J R Cornwall,Gelding,-,-,-
0076075,Euforic (FR),13th July 2021,F Belmont,Gelding,-,-,-
0076149,Prince Siegfried (FR),13th July 2021,J P Ferguson,Gelding,-,-,-
0076078,Tonic Des Cotieres (FR),13th July 2021,A Lacombe,Gelding,-,-,-
0076124,My Choice,13th July 2021,A P Jarvis,Gelding,-,-,-
0076039,Girouette (IRE),13th July 2021,T Collins,Filly,-,-,-
0076139,Bussell Along (IRE),13th July 2021,Mrs P Ford,Mare,-,-,-
0076118,Chief Red Cloud (USA),13th July 2021,Mrs K Burke,Gelding,-,-,-
0076116,Abbey Steps (IRE),13th July 2021,T D Easterby,Gelding,-,-,-
0076007,Evening Sunset (GER),13th July 2021,M G Quinlan,Filly,-,-,-
0076133,Surprise Party,13th July 2021,C F Wall,Filly,-,-,-
0076131,Monaco Mistress (IRE),13th July 2021,N Tinkler,Filly,-,-,-
0076020,Breach of Peace (USA),13th July 2021,R Charlton,Filly,-,-,-
0076022,Lake Kalamalka (IRE),13th July 2021,J L Dunlop,Filly,-,-,-
0076108,Zygomatique (FR),13th July 2021,J Merienne,Gelding,-,-,-
0076148,Kidson (USA),13th July 2021,George Baker,Gelding,-,-,-
0076146,Broad Cairn,13th July 2021,R Charlton,Gelding,-,-,-
0076010,High Heeled (IRE),13th July 2021,J &amp; T Gosden,Filly,-,-,-
0076035,Hildor (IRE),13th July 2021,J G Murphy,Filly,-,-,-
0076123,Maybeme,13th July 2021,N Bycroft,Mare,-,-,-
0076037,Saffron's Sinorita (IRE),13th July 2021,P F McEnery,Filly,-,-,-
0076025,Silk Cotton (USA),13th July 2021,E A L Dunlop,Filly,-,-,-
0076138,Say You Say Me,13th July 2021,N J Vaughan,Filly,-,-,-
0076192,Roumba Du Ranch (FR),13th July 2021,P Chevillard,Filly,-,-,-
0076083,Talithea (FR),13th July 2021,F Head,Filly,-,-,-
0076040,Nevaeh Sky (USA),13th July 2021,Miss M A Doran,Filly,-,-,-
0076120,Frontline Girl (IRE),13th July 2021,Mrs K Burke,Mare,-,-,-
0076194,Queen America (FR),13th July 2021,Robert Collet,Filly,-,-,-
0076084,Smart Call (IRE),13th July 2021,D Windrif,Filly,-,-,-
0076207,Gerbera (IRE),13th July 2021,P J Rothwell,Gelding,-,-,-
0076135,Winsome Hearts,13th July 2021,M W Easterby,Gelding,-,-,-
0076209,Cloda's Choice (IRE),13th July 2021,Ms M Flynn,Mare,-,-,-
0076222,Celtic Soprano (IRE),13th July 2021,P D Deegan,Mare,-,-,-
0076197,Bloody Winter (FR),13th July 2021,M Alonso Gomez,Gelding,-,-,-
0076113,West Wing (FR),13th July 2021,F X Belvisi,Gelding,-,-,-
0076237,Tagula Night (IRE),13th July 2021,D K Ivory,Gelding,-,-,-
0076212,Bobby's Last (IRE),13th July 2021,T J Corcoran,Gelding,-,-,-
0076196,Dina De Fauville (FR),13th July 2021,C Coursin,Filly,-,-,-
0076128,Venetian Lady,13th July 2021,Mrs A Duffield,Filly,-,-,-
0076227,Bun Penny,13th July 2021,G M Moore,Filly,-,-,-
0076211,Battle In Hand (IRE),13th July 2021,D K Weld,Gelding,-,-,-
0076143,Location,13th July 2021,Ian Williams,Filly,-,-,-
0076224,Roof Fiddle (USA),13th July 2021,K Prendergast,Filly,-,-,-
0076114,Pollock,13th July 2021,J Morin,Gelding,-,-,-
0076193,Full Snow Moon (USA),13th July 2021,Rohaut (s),Gelding,-,-,-
0076191,Granitik,13th July 2021,Y Porzier,Gelding,-,-,-
0076226,Asserting,13th July 2021,J A McShane,Filly,-,-,-
0076239,Spanish Baron (USA),13th July 2021,R M H Cowell,Gelding,-,-,-
0076199,Petite Lea (FR),13th July 2021,Rohaut (s),Mare,-,-,-
0076208,Persian City (IRE),13th July 2021,W P Mullins,Gelding,-,-,-
0076206,Silent Rage (USA),13th July 2021,Mrs L Baker,Gelding,-,-,-
0076080,Dream Melody (FR),13th July 2021,Nicot (s),Gelding,-,-,-
0076129,Weet In Nerja,13th July 2021,K G Wingrove,Gelding,-,-,-
0076241,Vic's World (IRE),13th July 2021,J D Frost,Mare,-,-,-
0076214,Tarbrook (IRE),13th July 2021,A J McNamara,Gelding,-,-,-
0076223,Shreyas (IRE),13th July 2021,J S Bolger,Filly,-,-,-
0076221,Taranasan (IRE),13th July 2021,J B McCabe,Gelding,-,-,-
0076144,Red Kyte,13th July 2021,K A Ryan,Filly,-,-,-
0076082,Attar Of Rose (USA),13th July 2021,F Head,Mare,-,-,-
0076229,Zelos Girl (IRE),13th July 2021,J G Given,Filly,-,-,-
0076236,Sparkaway,13th July 2021,R O'Sullivan,Gelding,-,-,-
0076238,Drussell (IRE),13th July 2021,M R Bosley,Gelding,-,-,-
0076006,Al Sabaheya,13th July 2021,C E Brittain,Filly,-,-,-
0076173,Don't Come Back (USA),13th July 2021,<a href="/racing/profiles/trainer/undefined">,Gelding,-,-,-
0076021,Demeanour (USA),13th July 2021,E A L Dunlop,Filly,-,-,-
0076282,Black Bear Island (IRE),13th July 2021,A P O'Brien,Colt,-,-,-
0076110,Pluie De Cendres (FR),13th July 2021,J M Brondet,Filly,-,-,-
0076036,No Trimmings (IRE),13th July 2021,G Keane,Mare,-,-,-
0076198,Shepton Mallet (FR),13th July 2021,F Seguin,Filly,-,-,-
0076112,Out Voted,13th July 2021,Mrs J Harrington,Gelding,-,-,-
0076125,Striker Torres (IRE),13th July 2021,D M Loughnane,Gelding,-,-,-
0076085,Jimango (FR),13th July 2021,T Doumen,Gelding,-,-,-
0076213,Exchange Rate (IRE),13th July 2021,J Crowley,Gelding,-,-,-
0076272,Princesse Celine (FR),13th July 2021,Y De Nicolay,Filly,-,-,-
0076127,Upton Seas,13th July 2021,M W Easterby,Filly,-,-,-
0076195,Isanous (FR),13th July 2021,Michael Roussel,Filly,-,-,-
0076140,Cool Libby (IRE),13th July 2021,A B Haynes,Filly,-,-,-
0076286,Shahrafi (IRE),13th July 2021,T Gibney,Gelding,-,-,-
0076287,Time 'N' Talent,13th July 2021,J Leavy,Colt,-,-,-
0076142,Ever Loved (USA),13th July 2021,S Seemar,Filly,-,-,-
0076228,Yanza,13th July 2021,Mrs P Ford,Mare,-,-,-
0076210,Abroad,13th July 2021,J Leavy,Gelding,-,-,-
0076284,Initiation (IRE),13th July 2021,J G Murphy,Gelding,-,-,-
0076189,Kala Kanta (IRE),13th July 2021,M Ramadan,Mare,-,-,-
0076225,Sleepy Dreams (IRE),13th July 2021,D Marnane,Filly,-,-,-
0076203,Sheila's Castle,13th July 2021,S Regan,Mare,-,-,-
0076204,Triban (IRE),13th July 2021,P J Rothwell,Mare,-,-,-
0076274,Sirham (IRE),13th July 2021,C Aubert,Mare,-,-,-
0076240,Briteside,13th July 2021,Jamie Snowden,Mare,-,-,-
0076281,Action That (IRE),13th July 2021,C A Dwyer,Colt,-,-,-
0076218,Dorothy Gale (IRE),13th July 2021,P J Prendergast,Filly,-,-,-
0076115,Bye Bye Sicyos (FR),13th July 2021,B Legros,Gelding,-,-,-
0076289,Noodles Blue Boy,6th April 2006,Ollie Pears,Gelding,Makbul,Dee Dee Girl,Keith West & Ollie Pears
0076219,July Days (IRE),13th July 2021,B P J Baugh,Mare,-,-,-
0076296,Ithbaat (USA),13th July 2021,J &amp; T Gosden,Colt,-,-,-
0076233,Highkingofireland,13th July 2021,Mrs K Burke,Gelding,-,-,-
0076130,Alfie Rose,13th July 2021,Mrs J G Retter,Mare,-,-,-
0076311,Laragh (USA),13th July 2021,II John Terranova,Filly,-,-,-
0076145,Royal Superlative,13th July 2021,R M Beckett,Filly,-,-,-
0076283,Curl Cat (USA),13th July 2021,T Cleary,Gelding,-,-,-
0076081,Alpenadler (GER),13th July 2021,S A Ghoumrassi,Mare,-,-,-
0076234,Lochan Mor,13th July 2021,M L W Bell,Gelding,-,-,-
0076298,Yorksters Girl (IRE),13th July 2021,M G Quinlan,Filly,-,-,-
0076273,Sablermit (FR),13th July 2021,C Lotoux,Gelding,-,-,-
0076278,One Fine Grey (IRE),13th July 2021,I McCaghy,Gelding,-,-,-
0076288,La Zamora,13th July 2021,T D Barron,Mare,-,-,-
0076200,Brave Captain (IRE),13th July 2021,P Meany,Gelding,-,-,-
0076111,Bruslini (FR),13th July 2021,Mrs Tracey Barfoot-Saunt,Gelding,-,-,-
0076202,Irish Soul (IRE),13th July 2021,J P Ryan,Gelding,-,-,-
0076285,Quiet Ocean,13th July 2021,K J Condon,Gelding,-,-,-
0076334,Body Gold (ARG),13th July 2021,N A Twiston-Davies,Gelding,-,-,-
0076293,Aldermoor (USA),13th July 2021,S C Williams,Gelding,-,-,-
0076303,Milwaukee Appeal (USA),13th July 2021,Scott Fairlie,Mare,-,-,-
0076215,Hot Native (IRE),13th July 2021,E Cawley,Mare,-,-,-
0076126,Toledo Gold,3rd March 2006,M A Barnes,Gelding,Needwood Blade,Eman's Joy,Mr M Barnes Mr Scott Lowther
0076217,Buiochas Mor (USA),13th July 2021,J S Bolger,Filly,-,-,-
0076349,Tralee (GER),13th July 2021,F Vermeulen,Filly,-,-,-
0076346,Alexander Loyalty (IRE),13th July 2021,E F Vaughan,Filly,-,-,-
0076141,Crown Affair (IRE),13th July 2021,C Hills,Filly,-,-,-
0076232,Gordy Bee (USA),13th July 2021,R C Guest,Gelding,-,-,-
0076364,Textolie (FR),13th July 2021,J L Pelletan,Filly,-,-,-
0076361,Tamarisso (FR),13th July 2021,M Nigge,Gelding,-,-,-
0076230,Bubses Boy,13th July 2021,R Johnson,Gelding,-,-,-
0076357,Light Of Men (FR),13th July 2021,P Khozian,Filly,-,-,-
0076356,Mantadive (FR),13th July 2021,Mme N Rossio (s),Filly,-,-,-
0076376,Light The Light (IRE),13th July 2021,M D Squance,Filly,-,-,-
0076379,Red Stiletto,13th July 2021,Rae Guest,Filly,-,-,-
0076372,Faldal,13th July 2021,M G Quinlan,Mare,-,-,-
0076347,Kammaan,13th July 2021,D P Nagle,Filly,-,-,-
0076279,Fiona Girl (IRE),13th July 2021,F Feeney,Mare,-,-,-
0076190,Karagem Summit (ITY),13th July 2021,M Rolland,Gelding,-,-,-
0076371,Wise (IRE),13th July 2021,J J Murphy,Gelding,-,-,-
0076362,Montmarie (FR),13th July 2021,F Vermeulen,Filly,-,-,-
0076294,Equipe de Nuit,13th July 2021,S C Williams,Colt,-,-,-
0076386,Foxhill,13th July 2021,Mrs J G Retter,Gelding,-,-,-
0076205,Hurricane Electric (IRE),13th July 2021,G McPherson,Gelding,-,-,-
0076359,Mr Dob (USA),13th July 2021,Mlle C Brunaud,Gelding,-,-,-
0076377,Brief Candle,13th July 2021,W R Swinburn,Filly,-,-,-
0076374,Elevate Bambina,13th July 2021,A Berry,Filly,-,-,-
0076358,Prince Apollo,13th July 2021,G A Butler,Gelding,-,-,-
0076277,Sandside (FR),13th July 2021,Francisco Sanchez,Filly,-,-,-
